1,0.001764,1,0
2,0.001456,2,0
3,0.000758,3,0
4,0.000679,4,0
5,0.000715,1,0
6,0.000804,2,0
7,0.000651,3,0
8,0.00075,4,0
9,0.000854,5,0
10,0.0008,1,0
11,0.000924,2,0
12,0.000538,3,0
13,0.000487,4,0
14,0.000466,5,0
15,0.000587,2,0
16,0.000582,3,0
17,0.000558,4,0
18,0.000503,5,0
19,0.000475,6,0
20,0.000452,2,0
21,0.000498,3,0
22,0.000485,4,0
23,0.000455,5,0
24,0.000455,6,0
25,0.000495,1,0
26,0.000571,2,0
27,0.000477,3,0
28,0.000455,4,0
29,0.000456,5,0
30,0.000493,2,0
31,0.000547,3,0
32,0.000483,4,0
33,0.000477,5,0
34,0.000479,6,0
35,0.000483,2,0
36,0.000541,3,0
37,0.000476,4,0
38,0.000503,5,0
39,0.000477,6,0
40,0.000499,3,0
41,0.000565,4,0
42,0.000554,5,0
43,0.000527,6,0
44,0.000555,7,0
45,0.000474,3,0
46,0.00053,4,0
47,0.000519,5,0
48,0.000472,6,0
49,0.000503,7,0
50,0.000448,1,0
51,0.000571,2,0
52,0.000471,3,0
53,0.000487,4,0
54,0.000446,5,0
55,0.000479,2,0
56,0.000525,3,0
57,0.000477,4,0
58,0.000473,5,0
59,0.000507,6,0
60,0.00047,2,0
61,0.000542,3,0
62,0.000477,4,0
63,0.000515,5,0
64,0.000478,6,0
65,0.000503,3,0
66,0.000571,4,0
67,0.000567,5,0
68,0.000498,6,0
69,0.000547,7,0
70,0.000463,3,0
71,0.000531,4,0
72,0.000505,5,0
73,0.000537,6,0
74,0.000472,7,0
75,0.000476,2,0
76,0.000562,3,0
77,0.000517,4,0
78,0.000472,5,0
79,0.000479,6,0
80,0.000602,3,0
81,0.000597,4,0
82,0.000524,5,0
83,0.000528,6,0
84,0.000493,7,0
85,0.000557,3,0
86,0.00055,4,0
87,0.000499,5,0
88,0.000541,6,0
89,0.000561,7,0
90,0.000548,4,0
91,0.000573,5,0
92,0.000541,6,0
93,0.000549,7,0
94,0.000517,8,0
95,0.000493,4,0
96,0.000573,5,0
97,0.000534,6,0
98,0.000499,7,0
99,0.000533,8,0
100,0.000463,1,0
101,0.000626,2,0
102,0.000491,3,0
103,0.0005,4,0
104,0.000446,5,0
105,0.00049,2,0
106,0.000545,3,0
107,0.000515,4,0
108,0.000507,5,0
109,0.000471,6,0
110,0.000485,2,0
111,0.000547,3,0
112,0.000499,4,0
113,0.000538,5,0
114,0.000471,6,0
115,0.000555,3,0
116,0.000527,4,0
117,0.000481,5,0
118,0.000491,6,0
119,0.000521,7,0
120,0.000465,3,0
121,0.000501,4,0
122,0.000508,5,0
123,0.00055,6,0
124,0.00051,7,0
125,0.000471,2,0
126,0.000543,3,0
127,0.000505,4,0
128,0.000474,5,0
129,0.000464,6,0
130,0.000491,3,0
131,0.000545,4,0
132,0.000551,5,0
133,0.000517,6,0
134,0.000495,7,0
135,0.000515,3,0
136,0.000588,4,0
137,0.000534,5,0
138,0.000527,6,0
139,0.000491,7,0
140,0.000543,4,0
141,0.000578,5,0
142,0.000513,6,0
143,0.000511,7,0
144,0.000514,8,0
145,0.000499,4,0
146,0.000548,5,0
147,0.000521,6,0
148,0.000522,7,0
149,0.000526,8,0
150,0.000547,2,0
151,0.000581,3,0
152,0.000513,4,0
153,0.000471,5,0
154,0.000469,6,0
155,0.000501,3,0
156,0.000521,4,0
157,0.000523,5,0
158,0.000487,6,0
159,0.000483,7,0
160,0.000512,3,0
161,0.000607,4,0
162,0.000491,5,0
163,0.000486,6,0
164,0.000495,7,0
165,0.000582,4,0
166,0.000599,5,0
167,0.000547,6,0
168,0.000548,7,0
169,0.000519,8,0
170,0.000487,4,0
171,0.000519,5,0
172,0.000515,6,0
173,0.000483,7,0
174,0.000521,8,0
175,0.000489,3,0
176,0.000586,4,0
177,0.000543,5,0
178,0.000492,6,0
179,0.000487,7,0
180,0.000539,4,0
181,0.000577,5,0
182,0.000516,6,0
183,0.000555,7,0
184,0.000515,8,0
185,0.000536,4,0
186,0.000563,5,0
187,0.000557,6,0
188,0.000549,7,0
189,0.000509,8,0
190,0.000547,5,0
191,0.000617,6,0
192,0.00053,7,0
193,0.000576,8,0
194,0.000525,9,0
195,0.000505,5,0
196,0.000585,6,0
197,0.000544,7,0
198,0.000541,8,0
199,0.000588,9,0
200,0.000432,2,0
-1, 1.15127,0 , 0
